2025-04-25 10:16:44.093 INFO  [main] c.b.v.VelyoBackendApplication - Starting VelyoBackendApplication using Java 22.0.2 with PID 33080 (C:\Users\Mati\Desktop\Velyo-professional-developer\velyo_backend\target\classes started by Mati in C:\Users\Mati\Desktop\Velyo-professional-developer\velyo_backend)
2025-04-25 10:16:44.107 INFO  [main] c.b.v.VelyoBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-25 10:16:46.183 INFO  [main] o.a.c.h.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-4040"]
2025-04-25 10:16:46.185 INFO  [main] o.a.c.c.StandardService - Starting service [Tomcat]
2025-04-25 10:16:46.186 INFO  [main] o.a.c.c.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.39]
2025-04-25 10:16:46.257 INFO  [main] o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
2025-04-25 10:16:52.257 INFO  [main] o.a.c.h.Http11NioProtocol - Starting ProtocolHandler ["http-nio-4040"]
2025-04-25 10:16:52.293 INFO  [main] c.b.v.VelyoBackendApplication - Started VelyoBackendApplication in 8.6 seconds (process running for 12.717)
2025-04-25 10:18:07.396 INFO  [http-nio-4040-exec-1] o.a.c.c.C.[.[.[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-04-25 15:35:08.510 INFO  [http-nio-4040-exec-9] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 15:35:08.713 INFO  [http-nio-4040-exec-9] c.b.v.s.i.UserService - Devolviendo informacion del dashboard
2025-04-25 15:35:08.714 INFO  [http-nio-4040-exec-9] c.b.v.C.UserController - Devolviendo la informacion del dashboard
2025-04-25 15:35:08.728 INFO  [http-nio-4040-exec-10] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 15:35:08.758 INFO  [http-nio-4040-exec-10] c.b.v.s.i.UserService - Devolviendo informacion del dashboard
2025-04-25 15:35:08.758 INFO  [http-nio-4040-exec-10] c.b.v.C.UserController - Devolviendo la informacion del dashboard
2025-04-25 15:35:12.993 INFO  [http-nio-4040-exec-7] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 15:35:13.036 INFO  [http-nio-4040-exec-7] c.b.v.s.i.UserService - Encontrados 10 usuarios
2025-04-25 15:35:13.036 INFO  [http-nio-4040-exec-7] c.b.v.C.UserController - Devolviendo 10 users
2025-04-25 15:35:13.042 INFO  [http-nio-4040-exec-8] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 15:35:13.067 INFO  [http-nio-4040-exec-8] c.b.v.s.i.UserService - Encontrados 10 usuarios
2025-04-25 15:35:13.067 INFO  [http-nio-4040-exec-8] c.b.v.C.UserController - Devolviendo 10 users
2025-04-25 15:35:13.820 INFO  [http-nio-4040-exec-9] c.b.v.C.CategoryController - Devolviendo 2 categorias
2025-04-25 15:35:13.829 INFO  [http-nio-4040-exec-10] c.b.v.C.CategoryController - Devolviendo 2 categorias
2025-04-25 15:35:13.836 INFO  [http-nio-4040-exec-4] c.b.v.C.CategoryController - Devolviendo imagen: 20250419193333_hut-icon.svg
2025-04-25 15:35:13.836 INFO  [http-nio-4040-exec-1] c.b.v.C.CategoryController - Devolviendo imagen: 20250420204424_beach-house-icon.png
2025-04-25 15:35:16.649 INFO  [http-nio-4040-exec-6] c.b.v.C.CategoryController - Devolviendo 2 categorias
2025-04-25 15:35:16.659 INFO  [http-nio-4040-exec-7] c.b.v.C.CategoryController - Devolviendo 2 categorias
2025-04-25 15:35:16.665 INFO  [http-nio-4040-exec-8] c.b.v.C.CategoryController - Devolviendo imagen: 20250420204424_beach-house-icon.png
2025-04-25 15:35:16.665 INFO  [http-nio-4040-exec-9] c.b.v.C.CategoryController - Devolviendo imagen: 20250419193333_hut-icon.svg
2025-04-25 15:35:17.558 INFO  [http-nio-4040-exec-10] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 15:35:17.585 INFO  [http-nio-4040-exec-10] c.b.v.s.i.UserService - Encontrados 10 usuarios
2025-04-25 15:35:17.586 INFO  [http-nio-4040-exec-10] c.b.v.C.UserController - Devolviendo 10 users
2025-04-25 15:35:17.589 INFO  [http-nio-4040-exec-1] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 15:35:17.607 INFO  [http-nio-4040-exec-1] c.b.v.s.i.UserService - Encontrados 10 usuarios
2025-04-25 15:35:17.607 INFO  [http-nio-4040-exec-1] c.b.v.C.UserController - Devolviendo 10 users
2025-04-25 16:01:32.856 INFO  [http-nio-4040-exec-3] o.a.c.h.Http11Processor - Error parsing HTTP request header
 Note: further occurrences of HTTP request parsing errors will be logged at DEBUG level.
java.lang.IllegalArgumentException: Invalid character found in the request target [/api/bookings/user?date={date} ]. The valid characters are defined in RFC 7230 and RFC 3986
	at org.apache.coyote.http11.Http11InputBuffer.parseRequestLine(Http11InputBuffer.java:484) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:270) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:905) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1743) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1190) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63) ~[tomcat-embed-core-10.1.39.jar:10.1.39]
	at java.base/java.lang.Thread.run(Thread.java:1570) [?:?]
2025-04-25 16:01:50.295 INFO  [http-nio-4040-exec-5] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 16:01:54.372 INFO  [http-nio-4040-exec-1] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 16:01:55.281 INFO  [http-nio-4040-exec-2] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 16:02:19.200 INFO  [http-nio-4040-exec-7] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 16:04:25.423 INFO  [http-nio-4040-exec-4] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
2025-04-25 16:04:25.453 INFO  [http-nio-4040-exec-4] c.b.v.s.i.UserService - Devolviendo informacion del dashboard
2025-04-25 16:04:25.453 INFO  [http-nio-4040-exec-4] c.b.v.C.UserController - Devolviendo la informacion del dashboard
2025-04-25 16:04:25.457 INFO  [http-nio-4040-exec-1] c.b.v.S.C.JwtAuthenticationFilter - Validando el token JWT para el usuario: carreramatias12@gmail.com
